SWAG;99 90 9801                                        ;62.51;10;1;WHT001812
VIKA;56010045901;35.38;5;1;WHT001812
SWAG;32 92 1588                                        ;107.99;1;1;WHT002529
VAG;000071597C                                        ;800.7;4;1;000071597C
VAG;N10675602                                         ;30.04;5;1;N  10675602
TOPRAN;117611;6.28;1;1;N  10675602
VAG;06J103831                                         ;108.0;5;1;06J103831
VAG;N91096702                                         ;15.73;5;1;N  91096702
VAG;1J0803899AC                                       ;159.32;1;1;1J0803899AC
VAG;038103164_OEM                                     ;69.02;5;1;03L103164
VAG;N10328002                                         ;62.52;3;1;N  10328002
VAG;N10209605                                         ;67.57;5;1;N  10209605
VAG;070103385A                                        ;56.98;3;1;070103385A
VAG;WHT004710                                         ;47.93;5;1;WHT004710
SWAG;10 92 8407                                        ;39.88;4;1;10928407
VAG;03G103385A                                        ;63.65;5;1;03G103385A
VAG;WHT003187                                         ;35.29;9;1;WHT003187
VAG;WHT005490                                         ;41.29;6;1;WHT005490
VAG;N90819402                                         ;57.3;2;1;N90819402
VAG;N90628303                                         ;62.35;1;1;N90628303
VAG;N10683301                                         ;66.18;4;1;N10683301
VAG;N91191601                                         ;90.49;2;1;N91191601
VAG;N10470703                                         ;20.8;5;1;N10470703
VAG;N90688902                                         ;53.53;4;1;N90688902
VAG;N90648402                                         ;44.88;5;1;N90648402
VAG;N91183701                                         ;126.38;1;1;N91183701
VAG;N10552402                                         ;64.12;2;1;N10552402
VAG;N10141003                                         ;41.8;5;1;N10141003
VAG;N10262202                                         ;88.0;1;1;N  10262202
VAG;N  10170804                                       ;42.01;3;1;N  10170804
VAG;N91047502                                         ;77.51;2;1;N  91047502
VAG;N  90685403                                       ;84.88;2;1;N  90685403
VAG;WHT001455                                         ;35.66;9;1;WHT001455
VAG;N10700201                                         ;25.91;8;1;N10700201
VAG;N10739401                                         ;42.85;4;1;N  10739401
VAG;N  10294601                                       ;3.6;7;1;N  10294601
VAG;N10335202                                         ;4.8;4;1;N  10335202
VAG;WHT001163B                                        ;81.68;4;1;WHT001163B
VAG;N10196103                                         ;14.0;5;1;N  10196103
VAG;N  10247504                                       ;29.9;5;1;N  10247504
VAG;WHT005480                                         ;34.63;8;1;WHT005480
VAG;87409360;180.99;1;1;087409360
VAG;N10015507                                         ;38.57;2;1;N  10015507
VAG;N91073401                                         ;34.86;5;1;N  91073401
VAG;N10013401                                         ;12.34;1;1;N  10013401
VAG;N90329105                                         ;17.44;1;1;N  90329105
VAG;N90329206                                         ;15.69;1;1;N  90329206
VAG;N10207804                                         ;63.14;2;1;N  10207804
VAG;N10241202                                         ;65.3;2;1;N  10241202
VAG;N  90983002                                       ;57.11;1;1;N  90983002
VAG;N10628601                                         ;63.12;4;1;N  10628601
VAG;N10492102                                         ;45.23;2;1;N  10492102
VAG;N10579702                                         ;40.73;6;1;N10579702
ORIG;N10443401                                         ;12.33;1;1;N  10443401
VAG;N10640301                                         ;84.13;7;1;N  10640301
ORIG;N90789901                                         ;56.48;3;1;N  90789901
VAG;WHT005437A                                        ;95.9;9;1;WHT005437A
ORIG;4B0407643                                         ;12.0;1;1;4B0407643
VAG;N91032702                                         ;17.74;5;1;N  91032702
VAG;N90500605                                         ;25.04;5;1;N  90500605
VAG;N90735604                                         ;32.07;10;1;N  90735604
VAG;N91096701                                         ;16.08;5;1;N  91096701
VAG;038103714G                                        ;39.71;5;1;038103714G
FEBEST;2307-1017                                         ;93.56;2;1;2307-1017
LEMFORDER;LMI38000                                          ;505.68;2;1;WHT000232
VAG;WHT001833                                         ;358.9;2;1;WHT001833
VAG;WHT001973                                         ;251.8;2;1;WHT001973
VAG;WHT000228                                         ;138.51;5;1;WHT000228
VAG;WHT000227                                         ;135.76;6;1;WHT000227
ORIG;468932000;575.0;1;1;468932000
VAG;06D109281D                                        ;59.38;1;1;06D109281D
VAG;6U0253090                                         ;8.37;9;1;6U0253090
AQ;115609001;45.82;7;1;115609001
VAG;N90625902                                         ;84.12;1;1;N  90625902
VAG;WHT001867                                         ;2.09;10;1;WHT001867
VAG;N10699401                                         ;43.03;6;1;N  10699401
ATP UKRAINE;WHT000226_ATP                                     ;20.25;6;1;WHT000226
SWAG;30 92 7726                                        ;57.8;4;1;N0347908
VAG;N0347908                                          ;60.25;5;1;N  0347908
VAG;WHT001453                                         ;71.48;1;1;WHT001453
VAG;N90809302                                         ;56.52;1;1;N  90809302
VAG;58145540;120.13;2;1;058145540
VAG;038103385A                                        ;56.41;8;1;038103385A
VAG;N10138905                                         ;25.64;3;1;N  10138905
VAG;N10127707                                         ;22.06;1;1;N  10127707
FEBI;FE03973                                           ;28.15;7;1;N0104457
VAG;N90256202                                         ;46.57;1;1;N  90256202
VAG;N  91048601                                       ;101.85;1;1;N  91048601
VAG;N  10055703                                       ;27.96;4;1;N  10055703
VAG;N91005902                                         ;38.57;4;1;N91005902
VAG;N10303607                                         ;31.09;4;1;N  10303607
VAG;N91197001                                         ;84.92;1;1;N  91197001
VAG;N91108201                                         ;40.27;10;1;N  91108201
SWAG;30 86 0001                                        ;8.87;10;1;N91108201
VAG;N90991102                                         ;45.66;5;1;N  90991102
VAG;N90441103                                         ;35.68;9;1;N  90441103
